ID,Oranges,Apples,Watermelons,Bananas,Eggplants,Tomatoes,Potatoes,Bread,Oats,Rice,Fish,Eggs,Chicken,Olive Oil,Soy Bean Paste,Beef,Milk,"Yogurt (low fat, plain)",Cheese Balls,AllocationTime
znp3ev,6.0,7.0,6.0,6.0,6.0,2.0,0.0,3.0,0.0,4.0,4.0,2.0,7.0,1.0,1.0,5.0,0.0,5.0,0.0,4
zqz8ae,2.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,4
ak3gj,0.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,-0.0,1.0,4
pex7ps,4.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,4
Gal Gadot,3.0,2.0,-0.0,2.0,1.0,4.0,2.0,-0.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,5
Anonymous Narwhal,-0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,-0.0,1.0,1.0,2.0,1.0,0.0,5
csk6snj,-0.0,4.0,3.0,-0.0,3.0,-0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,5
blacklodge,2.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,2.0,3.0,2.0,2.0,-0.0,2.0,2.0,1.0,1.0,-0.0,-0.0,5
nm2fs,1.0,2.0,3.0,1.0,-0.0,-0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.0,3.0,1.0,2.0,5
ae3xd,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,-0.0,3.0,1.0,2.0,3.0,2.0,2.0,-0.0,3.0,3.0,-0.0,5
znp3ev,-0.0,3.0,1.0,5.0,5.0,4.0,8.0,6.0,7.0,6.0,1.0,7.0,6.0,6.0,4.0,6.0,-0.0,-0.0,4.0,5
zqz8ae,2.0,2.0,2.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,-0.0,2.0,3.0,5.0,2.0,-0.0,2.0,2.0,2.0,2.0,5
ak3gj,-0.0,-0.0,1.0,1.0,1.0,4.0,4.0,-0.0,1.0,2.0,-0.0,7.0,2.0,1.0,1.0,4.0,4.0,-0.0,1.0,5
pex7ps,1.0,3.0,0.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,-0.0,4.0,4.0,-0.0,5
Gal Gadot,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,6
Anonymous Narwhal,2.0,1.0,4.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,-0.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6
csk6snj,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,6
blacklodge,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,6
nm2fs,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,-0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,6
ae3xd,3.0,3.0,3.0,3.0,0.0,3.0,3.0,-0.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,-0.0,3.0,6
znp3ev,4.0,6.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,6.0,6.0,7.0,6.0,0.0,4.0,2.0,0.0,6.0,2.0,6
zqz8ae,2.0,0.0,5.0,4.0,2.0,0.0,3.0,3.0,1.0,5.0,0.0,2.0,5.0,2.0,2.0,0.0,4.0,0.0,2.0,6
ak3gj,-0.0,5.0,1.0,1.0,3.0,4.0,5.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,6
pex7ps,4.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,0.0,0.0,5.0,3.0,6
Gal Gadot,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,-0.0,2.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,7
Anonymous Narwhal,2.0,4.0,1.0,2.0,3.0,-0.0,0.0,0.0,-0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,7
csk6snj,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,1.0,3.0,7
blacklodge,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,-0.0,0.0,0.0,1.0,3.0,3.0,7
nm2fs,0.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,7
ae3xd,1.0,1.0,0.0,3.0,3.0,3.0,-0.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,7
znp3ev,0.0,2.0,0.0,6.0,2.0,5.0,6.0,2.0,3.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,7
zqz8ae,3.0,2.0,2.0,0.0,2.0,4.0,2.0,6.0,5.0,6.0,0.0,2.0,0.0,4.0,6.0,2.0,0.0,2.0,2.0,7
ak3gj,3.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,3.0,3.0,7
pex7ps,3.0,1.0,5.0,0.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,7
Gal Gadot,1.0,2.0,-0.0,-0.0,1.0,-0.0,-0.0,3.0,-0.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,8
Anonymous Narwhal,3.0,2.0,2.0,1.0,-0.0,0.0,4.0,4.0,2.0,1.0,2.0,2.0,-0.0,2.0,2.0,2.0,-0.0,2.0,4.0,8
csk6snj,1.0,-0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,1.0,2.0,-0.0,-0.0,2.0,2.0,-0.0,8
blacklodge,3.0,2.0,-0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,-0.0,0.0,-0.0,2.0,2.0,2.0,8
nm2fs,2.0,3.0,2.0,-0.0,3.0,1.0,2.0,3.0,3.0,2.0,-0.0,2.0,-0.0,2.0,3.0,-0.0,1.0,3.0,3.0,8
ae3xd,3.0,3.0,-0.0,1.0,1.0,-0.0,-0.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,-0.0,-0.0,3.0,3.0,3.0,8
znp3ev,6.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,5.0,6.0,-0.0,2.0,5.0,1.0,1.0,-0.0,8
zqz8ae,0.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,-0.0,7.0,-0.0,2.0,6.0,1.0,1.0,5.0,-0.0,-0.0,2.0,8
ak3gj,2.0,2.0,3.0,2.0,4.0,4.0,3.0,-0.0,4.0,0.0,-0.0,4.0,2.0,1.0,2.0,-0.0,3.0,5.0,3.0,8
pex7ps,2.0,4.0,-0.0,7.0,1.0,5.0,4.0,2.0,-0.0,3.0,-0.0,5.0,4.0,1.0,2.0,-0.0,7.0,-0.0,3.0,8
Gal Gadot,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,-0.0,9
Anonymous Narwhal,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,9
csk6snj,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,9
blacklodge,3.0,2.0,2.0,-0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,9
nm2fs,3.0,3.0,0.0,3.0,-0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,-0.0,2.0,9
ae3xd,3.0,3.0,3.0,2.0,-0.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,-0.0,3.0,3.0,3.0,1.0,3.0,2.0,9
znp3ev,0.0,5.0,0.0,6.0,6.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,6.0,9
zqz8ae,1.0,5.0,5.0,6.0,4.0,2.0,5.0,0.0,6.0,4.0,2.0,4.0,3.0,0.0,6.0,2.0,2.0,4.0,0.0,9
ak3gj,4.0,0.0,3.0,3.0,4.0,5.0,5.0,0.0,4.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,4.0,5.0,3.0,9
pex7ps,5.0,8.0,2.0,4.0,7.0,4.0,5.0,6.0,2.0,5.0,2.0,4.0,2.0,6.0,0.0,0.0,5.0,4.0,5.0,9
Gal Gadot,1.0,1.0,-0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,10
Anonymous Narwhal,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,4.0,-0.0,2.0,1.0,4.0,0.0,4.0,-0.0,3.0,10
csk6snj,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,-0.0,3.0,1.0,2.0,0.0,10
blacklodge,3.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,-0.0,10
nm2fs,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,1.0,-0.0,3.0,3.0,2.0,0.0,0.0,10
ae3xd,3.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,-0.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,10
znp3ev,4.0,7.0,3.0,1.0,2.0,4.0,2.0,8.0,6.0,5.0,2.0,0.0,4.0,4.0,4.0,4.0,6.0,1.0,5.0,10
zqz8ae,0.0,3.0,-0.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,10
ak3gj,0.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,4.0,5.0,3.0,10
pex7ps,5.0,2.0,3.0,4.0,-0.0,2.0,3.0,0.0,4.0,4.0,0.0,6.0,3.0,2.0,-0.0,0.0,1.0,3.0,3.0,10
Gal Gadot,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,11
Anonymous Narwhal,-0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,-0.0,0.0,2.0,4.0,11
csk6snj,2.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,11
blacklodge,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,-0.0,1.0,3.0,11
nm2fs,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,11
ae3xd,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,11
znp3ev,6.0,2.0,0.0,0.0,5.0,5.0,7.0,6.0,4.0,4.0,0.0,3.0,6.0,3.00000068452714,5.0,5.0,0.0,6.0,0.0,11
zqz8ae,2.0,3.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,5.0,1.0,11
ak3gj,0.0,-0.0,2.0,3.0,0.0,4.0,4.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,3.0,11
pex7ps,5.0,6.0,5.0,3.0,1.0,3.0,0.0,4.0,2.0,5.0,3.0,3.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,11
Gal Gadot,1.0,1.0,2.0,2.0,1.0,2.0,0.0,-0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,12
Anonymous Narwhal,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,-0.0,2.0,-0.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,12
csk6snj,1.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,12
blacklodge,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,-0.0,3.0,3.0,0.0,12
nm2fs,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,12
ae3xd,0.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,12
znp3ev,4.0,2.0,0.0,0.0,5.0,2.0,2.0,4.0,4.0,6.0,6.0,2.0,4.0,2.0,6.0,6.0,2.0,2.0,6.0,12
zqz8ae,4.0,0.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,12
ak3gj,1.0,0.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,7.0,0.0,4.0,2.0,1.0,3.0,0.0,5.0,5.0,3.0,12
pex7ps,3.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0,3.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,12
Gal Gadot,2.0,2.0,2.0,2.0,2.0,-0.0,3.0,-0.0,-0.0,3.0,2.0,2.0,3.0,-0.0,3.0,-0.0,2.0,3.0,-0.0,13
Anonymous Narwhal,2.0,2.0,2.0,2.0,2.0,-0.0,2.0,1.0,2.0,3.0,0.0,3.0,-0.0,2.0,1.0,-0.0,1.0,3.0,2.0,13
csk6snj,3.0,1.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,-0.0,-0.0,3.0,3.0,3.0,13
blacklodge,2.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,-0.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,13
nm2fs,2.0,-0.0,-0.0,1.0,2.0,-0.0,3.0,3.0,-0.0,3.0,-0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13
ae3xd,3.0,1.0,-0.0,3.0,2.0,1.0,1.0,2.0,-0.0,-0.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,13
znp3ev,4.0,4.0,-0.0,-0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,-0.0,1.0,-0.0,4.0,5.0,1.0,13
zqz8ae,5.0,3.0,5.0,4.0,4.0,5.0,-0.0,6.0,3.0,5.0,-0.0,5.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,2.0,13
ak3gj,-0.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,-0.0,-0.0,2.0,1.0,3.0,2.0,3.0,-0.0,3.0,13
pex7ps,3.0,3.0,2.0,4.0,-0.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,-0.0,-0.0,-0.0,2.0,6.0,2.0,2.0,13
Gal Gadot,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,-0.0,2.0,3.0,1.0,3.0,14
Anonymous Narwhal,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,-0.0,3.0,14
csk6snj,0.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,-0.0,0.0,3.0,3.0,3.0,3.0,14
blacklodge,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,14
nm2fs,1.0,3.0,3.0,-0.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,-0.0,3.0,1.0,1.0,1.0,1.0,14
ae3xd,1.0,3.0,3.0,3.0,-0.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,14
znp3ev,4.0,4.0,-0.0,0.0,4.0,4.0,0.0,5.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,5.0,4.0,5.0,14
zqz8ae,5.0,5.0,4.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,2.0,7.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,14
ak3gj,0.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,14
pex7ps,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,14
