ID,Oranges,Apples,Watermelons,Bananas,Eggplants,Tomatoes,Potatoes,Bread,Oats,Rice,Fish,Eggs,Chicken,Olive Oil,Soy Bean Paste,Beef,Milk,"Yogurt (low fat, plain)",Cheese Balls
Gal Gadot,0.0066019923858191085,0.0,0.0,0.0,0.011203381018359701,0.0,0.0,0.0,0.09062735002351686,0.1062320592990893,0.09922994616261449,0.09922994616261449,0.09922994616261449,0.6173863182617506,0.12923900246179226,0.09922994616261449,0.009402837640409034,0.019405856406801623,0.7366223019571503
Anonymous Narwhal,0.0,0.01661695362083986,0.0,0.0,0.031231864636759258,0.0,0.0,0.0,0.11071295605210173,0.11631867534587902,0.10931152622865739,0.11932173925325971,0.10931152622865739,0.6078201348538532,0.10931152622865739,0.09930131320405507,0.009409600243126185,0.009409600243126185,0.7371520871317152
csk6snj,0.0,0.0,0.0,0.0,0.021374356842196435,0.0,0.0,0.005646056524353776,0.11150961635598707,0.11715567288034083,0.10001585843140973,0.1201803460183875,0.11009810222489862,0.6222760869341339,0.13026258981187638,0.10001585843140973,0.0,0.02964179675285732,0.7222919453655436
blacklodge,0.0,0.006656812965345665,0.006656812965345665,0.0,0.02138249013111032,0.0,0.0,0.0,0.11155204757079253,0.13737241301213327,0.12022607658624293,0.08996783583467173,0.08996783583467173,0.6023407125612775,0.10005391608519545,0.11013999633571919,0.0,0.029653075936539784,0.7427389496485679
nm2fs,0.0,0.0,0.006515507189077494,0.016387487778588852,0.01105661826025272,0.0,0.0,0.0,0.1091841053199956,0.12458439503963331,0.11767400862697537,0.12754598921648672,0.11767400862697537,0.6092986419846409,0.11767400862697537,0.11767400862697537,0.01915164234365203,0.01915164234365203,0.7269726506116163
ae3xd,0.0,0.0,0.0,0.0,0.0012297761343427048,0.0,0.0,0.0,0.09284809814287413,0.13957959124789684,0.11190962822518603,0.08116522486661844,0.13240589713089776,0.6120185895245521,0.10166149377233016,0.10166149377233016,0.03012951529139624,0.009633246385684512,0.7341763522025941
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07560659974227765,0.09231287390629365,0.13836221935838913,0.052689018517281305,0.07410731872755826,0.6288412941737314,0.10623476904297369,0.10623476904297369,0.0,0.0,0.735076063216705
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09061236218173077,0.08621176181087407,0.07921080667542027,0.07921080667542027,0.06920944219620054,0.6172842156574418,0.10921490011307947,0.12921762907151893,0.009401282610466547,0.0,0.7465018447289608
ak3gj,0.0,0.0,0.0,0.0,0.0012193785596346038,0.0,0.0,0.0,0.08190159325545748,0.06726905053984224,0.06015600894197373,0.1312864249206589,0.1312864249206589,0.627167039172064,0.10080196092979382,0.1312864249206589,0.0,0.0,0.7279690001018578
pex7ps,0.01728720138300072,0.0,0.0,0.0,0.022077630681904534,0.0,0.0,0.0,0.11517858270842649,0.08976847947076276,0.13454857943877668,0.07206471901829216,0.08247869575503958,0.6427506441920509,0.10330664922853443,0.11372062596528185,0.009789138132542575,0.0,0.714815363210343
Gal Gadot,0.0,0.0,0.0,0.0,0.0,0.0,0.007592265182921865,0.0,0.06234902731172968,0.07824492713699703,0.07111215157437706,0.07111215157437706,0.07111215157437706,0.6388968336446861,0.11167101230899897,0.07111215157437706,0.0,0.029757800596940217,0.7403781665785136
Anonymous Narwhal,0.0,0.01720452854203123,0.0,0.0,0.03233622231996232,0.0,0.0,0.0,0.10446701120327181,0.10011019729128583,0.09285527561693531,0.09305869818596965,0.09285527561693531,0.6089911318778722,0.09285527561693531,0.07233035054496818,0.0,0.0,0.7530570088902082
csk6snj,0.0,0.0,0.0,0.0,0.01196247180704257,0.0,0.0,0.0,0.10579270156559593,0.10138211314631373,0.07325157850171495,0.13539507022988015,0.09403522714732186,0.6374973368640648,0.11502633000158437,0.07325157850171495,0.0,0.030856921195765864,0.7210370125842555
blacklodge,0.0,0.0,0.0,0.0,0.011952829049627222,0.0,0.0,0.0,0.12626613799023584,0.122273936614726,0.11472565734937365,0.05242560644870157,0.05242560644870157,0.5954460502177051,0.09375161075758866,0.07339965304048655,0.0,0.03083184848992393,0.7619847351718583
nm2fs,0.0,0.0,0.0,0.0,0.0,0.0,0.007490216028775086,0.0,0.10129894515919467,0.11697715568380093,0.10994206121763146,0.12984774357558515,0.10994206121763146,0.6104387818108311,0.12965315603019748,0.10994206121763146,0.009641714399958104,0.009641714399958104,0.7302363904347456
ae3xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06627009445784227,0.14747732886148862,0.09702069181507139,0.03270513384489948,0.13989773046185264,0.6148164586372118,0.07558217249168075,0.07558217249168075,0.03183431327847111,0.0,0.7438861913852989
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02584472724512639,0.044468581656858054,0.15424371730741876,0.0,0.012485325228121161,0.630892798643314,0.08336452126776997,0.08336452126776997,0.0,0.0,0.7493214113127872
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252114818061418,0.0379904079015813,0.03083793043044813,0.03083793043044813,0.010602656823097587,0.6206267078061816,0.09154375125249975,0.1320142984672008,0.0,0.0,0.7626584549219713
ak3gj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023017308297952455,0.018160215183618687,0.0,0.13644523278208098,0.13644523278208098,0.6414607024102967,0.07371162791727785,0.13644523278208098,0.0,0.0,0.7255227554180548
pex7ps,0.018452224495800425,0.0,0.0,0.0,0.012676489268095304,0.0,0.0,0.0,0.11205172239608073,0.04137316652018443,0.14361610872635028,0.011587307852160689,0.03359210799785895,0.6751780434546647,0.0776017082892555,0.1213845129482775,0.0,0.0,0.6976543535634873
Gal Gadot,0.0,0.0,0.0,0.0,0.011474739751993056,0.0,0.00794200066582055,0.0,0.06336410769773387,0.07967249755518614,0.07235463031145756,0.07235463031145756,0.07235463031145756,0.6146955964517166,0.11416691937494546,0.07235463031145756,0.0,0.030730947237270326,0.7593896331641679
Anonymous Narwhal,0.0,0.0172136395948984,0.0,0.016864075181884316,0.03235334670848374,0.0,0.0,0.0,0.10432293698293595,0.09976441869693622,0.09250565501234054,0.07219162531548941,0.09250565501234054,0.6089148428592925,0.09250565501234054,0.09208862624183908,0.0,0.0,0.7532564103857925
csk6snj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10522986936964271,0.10063180666019436,0.07239458904610357,0.13513640483773942,0.0933099445215883,0.6351234921436191,0.13471905935711004,0.09288409777132225,0.0,0.030751820982145493,0.7179736336100558
blacklodge,0.0,0.0,0.0,0.0,0.011739733336603362,0.0,0.0,0.0,0.10583598226648636,0.14228978912014625,0.11442515766684658,0.09262070336987871,0.0515692993367509,0.5943308573834609,0.07294324660329425,0.07252550838373932,0.0,0.030805627299072963,0.7611337688569089
nm2fs,0.0,0.0,0.0,0.0,0.011037738167388554,0.0,0.0,0.0,0.10113916824154333,0.11682218208666274,0.10978493228436556,0.12988752492239924,0.10978493228436556,0.610434989647793,0.12988368955386956,0.10978493228436556,0.009453856531614459,0.009453856531614459,0.7302693005669105
ae3xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06570255568379488,0.14763700441912025,0.09669954384538651,0.03167506037392512,0.14004919949302744,0.614842837906455,0.07502471602156606,0.07502471602156606,0.031868780689589836,0.0,0.7440523160764928
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024018962339487113,0.042186516514408946,0.15046461534614763,0.0,0.010748367576949447,0.6595014819419186,0.08060649146154854,0.035109342648471535,0.0,0.0,0.7295313442924471
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061950806027782364,0.037019793823711296,0.02986515112476868,0.02986515112476868,0.009427328872482797,0.620618163572973,0.09117861788162633,0.1320542623861981,0.0,0.0,0.7628893300701103
ak3gj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04267743326496819,0.0,0.0,0.09554935746779841,0.13712468476043557,0.6444479376262686,0.07345760874422924,0.13712468476043557,0.0,0.0,0.7285145393490344
pex7ps,0.0,0.0,0.0,0.0,0.012466647309992,0.0,0.0,0.0,0.11193779817079035,0.04030271320495096,0.14375472808965487,0.03203511982183897,0.03251414434560435,0.6756076530486476,0.07701037784322455,0.12150167420580736,0.0,0.0,0.6969952704523281
Gal Gadot,0.0,0.0,0.0,0.0,0.011562719999078291,0.0,0.007849279097668959,0.0,0.0625884235023755,0.0787002309093563,0.07147057373955723,0.07147057373955723,0.07147057373955723,0.6267148962592541,0.11278281756570419,0.07147057373955723,0.0,0.03036447725473692,0.7502319354501414
Anonymous Narwhal,0.0,0.01718758077570275,0.0,0.0,0.032304368686863,0.0,0.0,0.0,0.10416096493693536,0.09960530448538943,0.09235752945949069,0.09194541495852301,0.09235752945949069,0.6079849527305732,0.09235752945949069,0.0923490691192131,0.0,0.0,0.7521120522522836
csk6snj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10521821849695429,0.10061631972371471,0.09286643369738876,0.1351309524429557,0.09329497857236846,0.6350741366786705,0.1351224012487372,0.07279676758453371,0.0,0.03074963283565428,0.7179100564634016
blacklodge,0.0,0.0,0.0,0.0,0.011742277699895961,0.0,0.0,0.0,0.12601658731031273,0.14278475431046883,0.11448644269764947,0.05242521975261489,0.05158211412601359,0.5946583274139866,0.07255889048936247,0.07255031106433063,0.0,0.030823249499326053,0.7615650002141134
nm2fs,0.0,0.0,0.0,0.016357864092616786,0.0,0.0,0.0074891425966197335,0.0,0.10112587608963604,0.11680741175383143,0.10977082523784631,0.12987528255218245,0.10977082523784631,0.6103736945179303,0.12987520696370394,0.10977082523784631,0.009449206052801369,0.009449206052801369,0.7301967106187055
ae3xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06581083556824531,0.1479108204374063,0.07561106554500982,0.03171118037140905,0.14030894273504327,0.6159695847135465,0.07515028531686274,0.07515028531686274,0.03192788634992471,0.0,0.7454187021594997
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239517179928031,0.042089422200866096,0.15021739638985515,0.0,0.010697371251034375,0.6594444128827082,0.08045738382044475,0.056699317063212205,0.0,0.0,0.7282993608161937
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627112015980716,0.03746140799533361,0.030217568036328985,0.030217568036328985,0.009520963852069124,0.608069373557083,0.09230738058910855,0.13370058895762826,0.0,0.0,0.7724003064858649
ak3gj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02220655102811667,0.0,0.0,0.1357128777109143,0.13657356947006177,0.6418535841943208,0.07314958277385845,0.13657356947006177,0.0,0.0,0.7255737861556086
pex7ps,0.0180737422340797,0.0,0.0,0.0,0.01246580074829953,0.0,0.0,0.0,0.11196874499736169,0.04029143890781274,0.14380067558141868,0.010714356537077639,0.03250038063327769,0.675818762408714,0.07702049861253409,0.12154050908274705,0.0,0.0,0.6971890597926558
Gal Gadot,0.0,0.0,0.0,0.0,0.011667052249528326,0.0,0.00791699256414361,0.0,0.0631276139272114,0.07937828551317253,0.072086317493831,0.072086317493831,0.072086317493831,0.6121052987621906,0.13416725387104453,0.0924988668804445,0.0,0.01021371460326936,0.7566979401555927
Anonymous Narwhal,0.0,0.01717986069199894,0.0,0.0,0.03228985865002211,0.0,0.0,0.0,0.10411409721935941,0.09956040090499055,0.09231588133607534,0.07202882667224517,0.09231588133607534,0.6077117020960435,0.09231588133607534,0.112594407289916,0.0,0.0,0.7517741466803798
csk6snj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052179612460097,0.10061598468427753,0.07279639283614257,0.1351308169275053,0.09329465549709474,0.635073013564124,0.1351306417179653,0.09287465777205907,0.0,0.030749582586167713,0.7179086273652434
blacklodge,0.0,0.0,0.0,0.0,0.011742080941698449,0.0,0.0,0.0,0.12642837142887942,0.14279189162599046,0.11448527347301392,0.05159859860107226,0.0515812834314651,0.5946524421588703,0.07254945810604362,0.07254928190724377,0.0,0.030822957759394642,0.7615577064355435
nm2fs,0.0,0.0,0.0,0.01671977056998577,0.0,0.0,0.007654834718788667,0.0,0.10136521565367984,0.11708387709406491,0.11003063157594341,0.13018276013447136,0.11003063157594341,0.6118186698651596,0.11042779294723655,0.11003063157594341,0.009471502617582402,0.009471502617582402,0.7319253649737432
ae3xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06569311416065202,0.14764688610657012,0.09624567886831938,0.031654115213041636,0.14005857331107827,0.6148701516172483,0.07501589845225629,0.07501589845225629,0.03187091374106579,0.0,0.744088278077624
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02398766337055574,0.04215306719792719,0.1504468060574611,0.0,0.010712948134358862,0.6604749078093329,0.08057987709590998,0.011759940298890438,0.0,0.0,0.7294108482788249
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061905341435531155,0.03697976364292337,0.02982898219363222,0.04984551054052193,0.009398179682403928,0.6198732384642525,0.09112138972731715,0.13198299474977376,0.0,0.0,0.7624776105358446
ak3gj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02188753633462307,0.0,0.0,0.1372011085870736,0.1372190123172232,0.6448868771076347,0.07349501843821411,0.09561589491933849,0.0,0.0,0.7290025602508314
pex7ps,0.018414124197937386,0.0,0.0,0.0,0.01242988177688596,0.0,0.0,0.0,0.11164695518442237,0.040175157727055946,0.14338753785518685,0.0102205647827185,0.03240648307545914,0.6738770378271287,0.07679890498735023,0.14290420551017932,0.0,0.0,0.6951854142574495
Gal Gadot,0.0,0.0,0.0,0.0,0.0,0.0,0.007849401633801217,0.0,0.06258865017959028,0.07870057990236126,0.07147086784727173,0.07147086784727173,0.07147086784727173,0.6267126694486518,0.11319655087043345,0.07188391058986011,0.0,0.029951747854563643,0.750237548150945
Anonymous Narwhal,0.0,0.017399164038501606,0.0,0.0,0.032702043253087364,0.0,0.0,0.0,0.1054431266778895,0.10083130010019653,0.09349430321649105,0.0725399077520436,0.09349430321649105,0.6154692243715393,0.09349430321649105,0.13498626862726074,0.0,0.0,0.7408329029743669
csk6snj,0.0,0.0,0.0,0.0,0.011324568116972087,0.0,0.0,0.0,0.10384665285290885,0.0993046521693733,0.07144177391797531,0.1333696574582809,0.09207874193361036,0.6267960993439825,0.13336965391511593,0.07184780548750638,0.0,0.03034882299020443,0.7287745554353816
blacklodge,0.0,0.0,0.0,0.0,0.011560261628360645,0.0,0.0,0.0,0.12447907027021407,0.14058103469025057,0.11271255055889949,0.05078292795490957,0.05078257785318107,0.5854446764497301,0.07142590568734739,0.0714259021247196,0.0,0.030345686679161647,0.7699849022426597
nm2fs,0.0,0.0,0.0,0.016687369370064487,0.0,0.0,0.007640000434487357,0.0,0.1011302554901615,0.1168124819830782,0.10977558547984635,0.1298810040310795,0.10977558547984635,0.6104005081383416,0.12949166809514762,0.10977558547984635,0.009449546762340666,0.009449546762340666,0.7302288028790899
ae3xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06571996552442863,0.14770724894998183,0.0967267419261745,0.031667046251370054,0.14011583380570963,0.6151215243941848,0.0750465612731059,0.0750465612731059,0.010654460223431783,0.0,0.7443924794223629
znp3ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023274982007148906,0.040900696290561235,0.1459770695780048,0.0,0.010394652403542818,0.6850184498588753,0.0781858609907738,0.01041777290545948,0.0,0.0,0.7077402200780364
zqz8ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451246398050907,0.038537148559477555,0.031085213788033174,0.03150285773938197,0.009793971617907961,0.6046637338477283,0.09495894029840882,0.13754142463865926,0.009806528571395941,0.0,0.7737242046507875
ak3gj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021832797749591897,0.0,0.0,0.13693037757540735,0.13693074918216738,0.6435321277744713,0.07334061810027047,0.11531141307259103,0.0,0.0,0.727471101035516
pex7ps,0.0,0.0,0.0,0.0,0.012431147205278261,0.0,0.0,0.0,0.11165833967133962,0.04017924373525019,0.14340216181896115,0.010211523272716558,0.032409776763634664,0.6739457636456871,0.07680673078576525,0.1433916655543161,0.0,0.0,0.6952563018784427
